"Condition" "Batch" "Effect" "Strain" "Nuclear" "Mito" "Replicate" "WORMLENGTH" "n" "PHENO" "Status"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 2 600.355031541359 19 547.765961893909 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 3 545.467091026043 7 492.878021378593 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 4 526.753035404353 17 474.163965756903 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 5 582.926876343822 10 530.337806696372 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 6 567.90075864972 15 515.31168900227 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 7 535.298252018918 10 482.709182371468 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 8 446.821605242494 9 394.232535595044 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 1 826.784807271297 19 774.195737623847 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 2 721.32805747828 12 668.73898783083 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 3 734.505986625411 16 681.916916977961 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 4 841.221383604278 11 788.632313956828 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 5 778.901671078768 14 726.312601431318 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 6 777.718283797627 15 725.129214150177 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 7 780.945691005562 24 728.356621358112 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4409" "ECA2546" "ECA2546" 8 750.422016249216 25 697.832946601766 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4452" "ECA1493" "ECA2367" 1 425.601284869567 6 373.012215222117 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4452" "ECA1493" "ECA2367" 2 480.877762547104 20 428.288692899654 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4452" "ECA1493" "ECA2367" 3 499.500904728492 12 446.911835081042 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4452" "ECA1493" "ECA2367" 4 449.254389446267 20 396.665319798817 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4452" "ECA1493" "ECA2367" 5 428.753005332801 12 376.163935685351 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4452" "ECA1493" "ECA2367" 6 424.797083995404 12 372.208014347954 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4452" "ECA1493" "ECA2367" 7 432.963286802182 6 380.374217154732 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 4 601.471751393073 29 548.882681745623 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 1 629.095635929413 16 576.506566281963 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 2 664.181623555829 18 611.592553908379 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 3 656.128756916915 13 603.539687269465 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 4 705.638551372698 9 653.049481725248 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 5 672.819246178809 11 620.230176531359 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 6 624.22125613109 6 571.63218648364 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 7 735.951477779937 15 683.362408132487 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4299" "ECA2602" "ECA2367" 8 580.723397612519 24 528.134327965069 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 1 661.657630465666 19 609.068560818216 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 2 574.773474768057 15 522.184405120607 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 3 628.27083026505 18 575.6817606176 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 4 693.825937985786 11 641.236868338336 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 5 524.098038915794 12 471.508969268344 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 6 619.047326964861 14 566.458257317411 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 7 616.418596391135 16 563.829526743685 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4301" "ECA2602" "ECA1493" 8 634.16605094019 25 581.57698129274 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4338" "ECA1298" "ECA2602" 1 563.91543160359 10 511.32636195614 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4338" "ECA1298" "ECA2602" 2 597.989011348183 9 545.399941700733 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4338" "ECA1298" "ECA2602" 3 609.857514937524 12 557.268445290074 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4338" "ECA1298" "ECA2602" 4 566.814157887259 13 514.225088239809 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4338" "ECA1298" "ECA2602" 5 559.227275756632 12 506.638206109182 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4338" "ECA1298" "ECA2602" 6 487.433822994711 8 434.844753347261 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4338" "ECA1298" "ECA2602" 7 517.587355176185 11 464.998285528735 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4414" "ECA2546" "ECA1229" 7 723.888189770063 6 671.299120122613 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4491" "ECA1229" "ECA2602" 6 606.526595201617 15 553.937525554167 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4491" "ECA1229" "ECA2602" 7 753.487519943318 18 700.898450295868 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4418" "ECA2546" "ECA2367" 1 711.258565513119 14 658.669495865669 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4418" "ECA2546" "ECA2367" 2 641.657897118999 19 589.068827471549 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4418" "ECA2546" "ECA2367" 3 809.666887164912 16 757.077817517462 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4418" "ECA2546" "ECA2367" 4 723.83245746657 23 671.24338781912 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4341" "ECA1298" "ECA2546" 1 519.020533550702 7 466.431463903252 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4341" "ECA1298" "ECA2546" 2 504.155262607526 8 451.566192960076 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4341" "ECA1298" "ECA2546" 3 450.805773031289 9 398.216703383839 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4341" "ECA1298" "ECA2546" 4 559.073017994754 5 506.483948347304 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4341" "ECA1298" "ECA2546" 5 528.86460841553 11 476.27553876808 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4341" "ECA1298" "ECA2546" 6 507.350283303779 5 454.761213656329 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4494" "ECA1229" "ECA2546" 6 605.773448308035 13 553.184378660585 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4494" "ECA1229" "ECA2546" 7 662.043894931176 16 609.454825283726 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4494" "ECA1229" "ECA2546" 8 540.443457494799 17 487.854387847349 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 7 496.104888093391 27 443.515818445941 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 5 608.076485925141 9 555.487416277691 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 1 658.925582750164 17 606.336513102714 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 1 613.314356848725 13 560.725287201275 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 2 559.528854771437 10 506.939785123987 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 3 516.337480502244 8 463.748410854794 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 4 621.107196157118 11 568.518126509668 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 5 541.342347365922 5 488.753277718472 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 6 586.924031781743 7 534.334962134293 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 7 498.252430554319 9 445.663360906869 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4343" "ECA1298" "ECA1298" 8 481.992141678468 5 429.403072031018 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4440" "ECA1493" "ECA2602" 2 593.608389257084 15 541.019319609634 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4440" "ECA1493" "ECA2602" 3 562.447040197274 21 509.857970549824 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4440" "ECA1493" "ECA2602" 4 638.358464282866 14 585.769394635416 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4440" "ECA1493" "ECA2602" 5 629.964507278039 6 577.375437630589 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4440" "ECA1493" "ECA2602" 6 630.184475633179 18 577.595405985729 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4346" "ECA1298" "ECA1229" 1 524.30016027838 12 471.71109063093 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4346" "ECA1298" "ECA1229" 2 501.243504580224 8 448.654434932774 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4346" "ECA1298" "ECA1229" 3 450.240663452066 13 397.651593804616 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4346" "ECA1298" "ECA1229" 4 521.318938482969 12 468.729868835519 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4346" "ECA1298" "ECA1229" 5 427.507278508171 7 374.918208860721 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4346" "ECA1298" "ECA1229" 6 530.5181909576 12 477.92912131015 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4346" "ECA1298" "ECA1229" 7 420.028282373318 10 367.439212725868 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4499" "ECA1229" "ECA1229" 5 649.114281870303 15 596.525212222853 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4499" "ECA1229" "ECA1229" 6 651.059405976725 11 598.470336329275 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4499" "ECA1229" "ECA1229" 7 495.574926354575 18 442.985856707125 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4499" "ECA1229" "ECA1229" 8 532.10604423193 8 479.51697458448 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4448" "ECA1493" "ECA1229" 7 531.998671835404 13 479.409602187954 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4491" "ECA1229" "ECA2602" 8 570.695488017199 10 518.106418369749 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 6 625.112176946151 12 572.523107298701 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 7 588.808400564303 27 536.219330916853 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 8 554.66673051639 36 502.07766086894 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4418" "ECA2546" "ECA2367" 5 747.324651541495 23 694.735581894045 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 1 576.724704830016 24 524.135635182566 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 2 592.010017994754 19 539.420948347304 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 3 489.48908735916 13 436.90001771171 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 4 554.415022784366 19 501.825953136916 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 1 665.301746030386 21 612.712676382936 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 2 650.911028398362 22 598.321958750912 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4350" "ECA1298" "ECA2367" 3 483.383338769776 21 430.794269122326 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4503" "ECA1229" "ECA2367" 5 490.990501146148 13 438.401431498698 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 8 419.735498716115 19 367.146429068665 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4503" "ECA1229" "ECA2367" 6 621.31020436213 12 568.72113471468 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4503" "ECA1229" "ECA2367" 7 627.368090921341 17 574.779021273891 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4440" "ECA1493" "ECA2602" 7 563.51922394298 31 510.93015429553 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 3 704.167354223165 18 651.578284575715 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 1 802.122035788739 8 749.532966141289 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 1 633.637966496139 13 581.048896848689 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 2 704.401290993851 5 651.812221346401 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 3 615.297671615061 9 562.708601967611 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 4 560.795262538074 10 508.206192890624 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 5 552.856812623296 12 500.267742975846 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 7 742.573158697683 24 689.984089050233 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 7 495.895750386574 11 443.306680739124 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 8 617.720833686252 6 565.131764038802 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4496" "ECA1229" "ECA1298" 6 595.340743129926 11 542.751673482476 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4454" "ECA1493" "ECA1493" 6 470.514312623295 5 417.925242975845 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 4 693.549608415531 45 640.960538768081 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 1 642.441672212249 58 589.852602564799 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 2 634.467118297388 64 581.878048649938 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 3 627.694120983117 42 575.105051335667 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 8 691.991398254461 41 639.402328607011 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 5 614.575247887346 37 561.986178239896 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 6 690.644746141807 39 638.055676494357 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4406" "ECA2546" "ECA2602" 7 683.343355071763 46 630.754285424313 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4496" "ECA1229" "ECA1298" 4 647.571791026043 13 594.982721378593 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4448" "ECA1493" "ECA1229" 6 527.072322202519 11 474.483252555069 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 8 709.025007833684 31 656.435938186234 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4454" "ECA1493" "ECA1493" 5 408.216547754419 5 355.627478106969 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4418" "ECA2546" "ECA2367" 6 692.550235901509 15 639.961166254059 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4418" "ECA2546" "ECA2367" 7 785.684875341131 13 733.095805693681 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 2 806.592190832695 13 754.003121185245 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4494" "ECA1229" "ECA2546" 4 659.362913778217 15 606.773844130767 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4494" "ECA1229" "ECA2546" 5 582.928103625919 13 530.339033978469 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 5 503.548270098637 19 450.959200451187 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4494" "ECA1229" "ECA2546" 3 604.230147319614 22 551.641077672164 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4448" "ECA1493" "ECA1229" 5 502.292695277808 10 449.703625630358 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4491" "ECA1229" "ECA2602" 4 686.704686172126 14 634.115616524676 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4496" "ECA1229" "ECA1298" 3 708.972659542724 14 656.383589895274 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4443" "ECA1493" "ECA2546" 6 577.654952115593 14 525.065882468143 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 3 722.667602125323 12 670.078532477873 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 4 822.546499991229 13 769.957430343779 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 4 810.258140209554 18 757.669070562104 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 2 816.915996407231 8 764.326926759781 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4496" "ECA1229" "ECA1298" 5 672.155260147912 14 619.566190500462 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4503" "ECA1229" "ECA2367" 4 576.181067045792 13 523.591997398342 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 5 754.226464360064 20 701.637394712614 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4411" "ECA2546" "ECA1298" 6 787.685977932322 17 735.096908284872 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4414" "ECA2546" "ECA1229" 2 770.856646644426 15 718.267576996976 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4414" "ECA2546" "ECA1229" 3 503.668531472821 6 451.079461825371 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4454" "ECA1493" "ECA1493" 4 521.116900361697 5 468.527830714247 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4414" "ECA2546" "ECA1229" 1 763.537945432444 12 710.948875784994 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4414" "ECA2546" "ECA1229" 6 634.730802707169 8 582.141733059719 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4491" "ECA1229" "ECA2602" 5 523.769603505727 11 471.180533858277 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4414" "ECA2546" "ECA1229" 4 711.473269205713 6 658.884199558263 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4414" "ECA2546" "ECA1229" 5 711.997706026068 12 659.408636378618 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4503" "ECA1229" "ECA2367" 2 605.53349461977 15 552.94442497232 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4503" "ECA1229" "ECA2367" 3 603.485637666506 13 550.896568019056 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4505" "ECA1229" "ECA1493" 4 553.025143491063 7 500.436073843613 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4496" "ECA1229" "ECA1298" 2 663.424262709064 17 610.835193061614 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 6 793.24961012001 14 740.66054047256 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 7 712.847589721881 30 660.258520074431 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4494" "ECA1229" "ECA2546" 1 676.86891598487 21 624.27984633742 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4503" "ECA1229" "ECA2367" 1 591.500985562852 13 538.911915915402 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4505" "ECA1229" "ECA1493" 3 509.304626438515 9 456.715556791065 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4499" "ECA1229" "ECA1229" 2 663.235572293798 28 610.646502646348 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4440" "ECA1493" "ECA2602" 1 589.618146684039 16 537.029077036589 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4448" "ECA1493" "ECA1229" 4 538.714863750809 8 486.125794103359 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4499" "ECA1229" "ECA1229" 1 619.307685116739 26 566.718615469289 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4491" "ECA1229" "ECA2602" 3 490.066826775265 16 437.477757127815 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 8 739.576211307219 35 686.987141659769 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4420" "ECA2546" "ECA1493" 5 733.559803617148 11 680.970733969698 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4505" "ECA1229" "ECA1493" 2 590.17600269744 12 537.58693304999 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4448" "ECA1493" "ECA1229" 2 468.094237726275 5 415.505168078825 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4499" "ECA1229" "ECA1229" 3 729.082896372634 14 676.493826725184 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4448" "ECA1493" "ECA1229" 3 470.207167934658 16 417.618098287208 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4505" "ECA1229" "ECA1493" 1 630.378544866694 13 577.789475219244 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4448" "ECA1493" "ECA1229" 1 551.452356311648 15 498.863286664198 "Mismatched"
