"Condition" "Batch" "Effect" "Strain" "Nuclear" "Mito" "Replicate" "WORMLENGTH" "n" "PHENO" "Status"
"Copper" 4262024 1.94323041398193 "QG5038" "ECA2602" "ECA2367" 2 492.811188093391 41 490.867957679409 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5038" "ECA2602" "ECA2367" 3 486.788897672614 55 484.845667258632 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5038" "ECA2602" "ECA2367" 4 456.756368197677 42 454.813137783695 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5059" "ECA1298" "ECA2546" 6 519.54917508688 12 517.605944672898 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5059" "ECA1298" "ECA2546" 7 497.34469456406 14 495.401464150078 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5038" "ECA2602" "ECA2367" 7 435.825696621961 30 433.882466207979 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5038" "ECA2602" "ECA2367" 8 453.816772674291 16 451.873542260309 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 1 493.659524784152 48 491.71629437017 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 2 484.956450358343 53 483.013219944361 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 3 487.741837153201 39 485.798606739219 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 4 498.590223101114 44 496.646992687132 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 5 461.850340426119 30 459.907110012137 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 6 458.155837439738 40 456.212607025756 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5034" "ECA2602" "ECA2602" 13 483.027045568731 17 481.083815154749 "Matched"
"Copper" 4262024 1.94323041398193 "QG5034" "ECA2602" "ECA2602" 14 535.134620295194 12 533.191389881212 "Matched"
"Copper" 4262024 1.94323041398193 "QG5034" "ECA2602" "ECA2602" 15 402.048513605338 14 400.105283191356 "Matched"
"Copper" 4262024 1.94323041398193 "QG5038" "ECA2602" "ECA2367" 5 468.918683031203 31 466.975452617221 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5038" "ECA2602" "ECA2367" 6 447.767797616904 24 445.824567202922 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5035" "ECA2602" "ECA2546" 2 513.312702661313 33 511.369472247331 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 3 474.426782610513 25 472.483552196531 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 4 456.32894568239 24 454.385715268408 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 5 431.5783925646 12 429.635162150618 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 6 418.784996688424 16 416.841766274442 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 7 457.86446110126 17 455.921230687278 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 8 445.691064755409 13 443.747834341427 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5046" "ECA2546" "ECA2602" 4 552.547230481762 62 550.60400006778 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5046" "ECA2546" "ECA2602" 5 557.736056900819 74 555.792826486837 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5047" "ECA2546" "ECA2546" 1 602.829842544118 43 600.886612130136 "Matched"
"Copper" 4262024 1.94323041398193 "QG5047" "ECA2546" "ECA2546" 2 590.056366554253 70 588.113136140271 "Matched"
"Copper" 4262024 1.94323041398193 "QG5047" "ECA2546" "ECA2546" 3 626.285545350194 64 624.342314936212 "Matched"
"Copper" 4262024 1.94323041398193 "QG5047" "ECA2546" "ECA2546" 4 595.350628749381 62 593.407398335399 "Matched"
"Copper" 4262024 1.94323041398193 "QG5047" "ECA2546" "ECA2546" 5 586.42748149082 70 584.484251076838 "Matched"
"Copper" 4262024 1.94323041398193 "QG5047" "ECA2546" "ECA2546" 6 541.913694940905 48 539.970464526923 "Matched"
"Copper" 4262024 1.94323041398193 "QG5047" "ECA2546" "ECA2546" 7 598.720336204239 66 596.777105790257 "Matched"
"Copper" 4262024 1.94323041398193 "QG5048" "ECA2546" "ECA1298" 1 488.637980259707 41 486.694749845725 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5048" "ECA2546" "ECA1298" 2 487.315938567631 67 485.372708153649 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5048" "ECA2546" "ECA1298" 3 494.119393188041 38 492.176162774059 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5048" "ECA2546" "ECA1298" 4 483.815483855741 46 481.872253441759 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5048" "ECA2546" "ECA1298" 5 483.177663452066 39 481.234433038084 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5048" "ECA2546" "ECA1298" 6 496.435921620673 21 494.492691206691 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5048" "ECA2546" "ECA1298" 7 493.365744929194 16 491.422514515212 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 1 540.255438037795 23 538.312207623813 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 2 555.328110475413 48 553.384880061431 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 3 577.985109354066 42 576.041878940084 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 4 542.592901180746 44 540.649670766764 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 5 481.37101620762 34 479.427785793638 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 6 529.332402707169 28 527.389172293187 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 7 516.810139407333 22 514.866908993351 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5049" "ECA2546" "ECA1229" 8 472.200622664174 25 470.257392250192 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5051" "ECA2546" "ECA1493" 1 548.401553912456 46 546.458323498474 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5051" "ECA2546" "ECA1493" 2 588.981971186089 58 587.038740772107 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5051" "ECA2546" "ECA1493" 3 573.177175401227 50 571.233944987245 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5051" "ECA2546" "ECA1493" 4 580.626788583276 43 578.683558169294 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5051" "ECA2546" "ECA1493" 5 517.76515333061 36 515.821922916628 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5051" "ECA2546" "ECA1493" 6 520.593640044889 43 518.650409630907 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5051" "ECA2546" "ECA1493" 7 474.240315826389 52 472.297085412407 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5034" "ECA2602" "ECA2602" 16 529.286702123341 14 527.343471709359 "Matched"
"Copper" 4262024 1.94323041398193 "QG5035" "ECA2602" "ECA2546" 1 517.950246732425 17 516.007016318443 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 3 419.297656030453 40 417.354425616471 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 4 440.274045015115 23 438.330814601133 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 5 391.091182028666 21 389.147951614684 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 6 349.471536599585 11 347.528306185603 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 7 388.696761101259 17 386.753530687277 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 8 413.722226992131 7 411.778996578149 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 1 447.864755092245 20 445.921524678263 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 2 707.524120801236 21 705.580890387254 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 3 480.589327573977 37 478.646097159995 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 4 719.062411299798 38 717.119180885816 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 5 390.524699067134 30 388.581468653152 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 6 743.980052462227 32 742.036822048245 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 7 499.837021807594 44 497.893791393612 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 8 687.891846573275 34 685.948616159293 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 9 497.311984176549 30 495.368753762567 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 10 651.85027397148 28 649.907043557498 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 11 547.411392148772 43 545.46816173479 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 12 702.286274325861 23 700.343043911879 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 13 469.185743588394 21 467.242513174412 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 14 645.594603464763 25 643.651373050781 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 15 420.289546441501 14 418.346316027519 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5069" "ECA1229" "ECA2546" 16 665.016950935804 14 663.073720521822 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5070" "ECA1229" "ECA1298" 1 425.338816831061 29 423.395586417079 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5070" "ECA1229" "ECA1298" 2 407.898163722506 30 405.954933308524 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5070" "ECA1229" "ECA1298" 3 405.658250669786 30 403.715020255804 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5070" "ECA1229" "ECA1298" 4 432.135702983976 26 430.192472569994 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5070" "ECA1229" "ECA1298" 5 412.71907503213 24 410.775844618148 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5070" "ECA1229" "ECA1298" 6 417.221602309842 15 415.27837189586 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 1 403.544371835404 49 401.601141421422 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 2 425.130000452882 61 423.1867700389 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 3 424.828018917384 52 422.884788503402 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 4 455.66912223075 73 453.725891816768 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 5 430.521760519413 55 428.578530105431 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 6 434.881271925711 54 432.938041511729 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 7 409.05521308495 63 407.111982670968 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5071" "ECA1229" "ECA1493" 8 399.704944293618 43 397.761713879636 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 7 436.64100841553 43 434.697778001548 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5039" "ECA2602" "ECA1493" 8 477.07919461977 51 475.135964205788 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 1 481.365995201616 11 479.422764787634 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5068" "ECA1229" "ECA2602" 2 433.181791651889 48 431.238561237907 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5058" "ECA1298" "ECA2602" 1 430.264467950754 20 428.321237536772 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5058" "ECA1298" "ECA2602" 2 434.113422548986 34 432.170192135004 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5058" "ECA1298" "ECA2602" 3 403.076219731521 25 401.132989317539 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5058" "ECA1298" "ECA2602" 4 473.623786144143 10 471.680555730161 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5058" "ECA1298" "ECA2602" 5 378.933390821465 14 376.990160407483 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4619" "ECA1229" "ECA1229" 1 435.45105151765 26 433.507821103668 "Matched"
"Copper" 4262024 1.94323041398193 "QG4619" "ECA1229" "ECA1229" 2 438.422536992044 33 436.479306578062 "Matched"
"Copper" 4262024 1.94323041398193 "QG4619" "ECA1229" "ECA1229" 3 439.914106090383 34 437.970875676401 "Matched"
"Copper" 4262024 1.94323041398193 "QG4619" "ECA1229" "ECA1229" 4 456.356775382095 34 454.413544968113 "Matched"
"Copper" 4262024 1.94323041398193 "QG4619" "ECA1229" "ECA1229" 5 467.500226047555 20 465.556995633573 "Matched"
"Copper" 4262024 1.94323041398193 "QG4619" "ECA1229" "ECA1229" 6 488.475047049173 20 486.531816635191 "Matched"
"Copper" 4262024 1.94323041398193 "QG4619" "ECA1229" "ECA1229" 7 415.511377239054 9 413.568146825072 "Matched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 1 443.799398178268 20 441.856167764286 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 2 471.710149704691 54 469.766919290709 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 3 450.26143569693 38 448.318205282948 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 4 470.699909937567 32 468.756679523585 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 5 399.417207833684 17 397.473977419702 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 6 428.35827967786 15 426.415049263878 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 7 417.523378472572 14 415.58014805859 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG4620" "ECA1229" "ECA2367" 8 385.695109761665 10 383.751879347683 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5060" "ECA1298" "ECA1298" 5 457.353960556029 24 455.410730142047 "Matched"
"Copper" 4262024 1.94323041398193 "QG5060" "ECA1298" "ECA1298" 6 437.791702005224 40 435.848471591242 "Matched"
"Copper" 4262024 1.94323041398193 "QG5060" "ECA1298" "ECA1298" 7 446.459429310745 63 444.516198896763 "Matched"
"Copper" 4262024 1.94323041398193 "QG5060" "ECA1298" "ECA1298" 8 427.687193926503 47 425.743963512521 "Matched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 1 480.557469545021 34 478.614239131039 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 2 448.634419266869 38 446.691188852887 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 3 440.593639504007 57 438.650409090025 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 4 451.445322082327 41 449.502091668345 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 5 421.942276625015 23 419.999046211033 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 6 440.234205242494 25 438.290974828512 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 7 423.85454222935 34 421.911311815368 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5061" "ECA1298" "ECA1229" 8 450.57053576353 46 448.627305349548 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 1 450.753288084474 37 448.810057670492 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 2 455.890729110129 40 453.947498696147 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 3 487.814708641972 56 485.87147822799 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 4 461.251982610513 61 459.308752196531 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 5 453.770007487051 46 451.826777073069 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 6 470.45163351851 34 468.508403104528 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 7 494.253570399289 32 492.310339985307 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5062" "ECA1298" "ECA2367" 8 431.355224521133 39 429.411994107151 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 1 439.007737414239 14 437.064507000257 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5063" "ECA1298" "ECA1493" 2 482.527035435892 29 480.58380502191 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 1 396.426140626735 11 394.482910212753 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 2 412.474969807713 24 410.531739393731 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 3 400.84712096702 24 398.903890553038 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 4 394.243791952542 14 392.30056153856 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 5 412.628706545837 11 410.685476131855 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 6 379.582693059966 13 377.639462645984 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 7 391.727789714352 16 389.78455930037 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5078" "ECA1493" "ECA2602" 8 374.154529924783 13 372.211299510801 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 1 374.528860519413 8 372.585630105431 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 2 394.824830546243 12 392.881600132261 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 3 396.503020098636 8 394.559789684654 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 4 361.25952338567 11 359.316292971688 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 5 381.150538889968 11 379.207308475986 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 6 369.53081308495 9 367.587582670968 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 7 366.61144367958 5 364.668213265598 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5079" "ECA1493" "ECA2546" 8 403.351326354574 6 401.408095940592 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 1 402.670746732424 11 400.727516318442 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 2 373.142916775351 26 371.199686361369 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 3 373.596707847799 18 371.653477433817 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 4 360.854568863138 20 358.911338449156 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 5 399.257571253557 13 397.314340839575 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 6 372.62296096148 6 370.679730547498 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 7 345.016796365309 7 343.073565951327 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5080" "ECA1493" "ECA1298" 8 341.266008662454 6 339.322778248472 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5081" "ECA1493" "ECA1229" 1 389.531598485288 8 387.588368071306 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5081" "ECA1493" "ECA1229" 2 386.938753258803 15 384.995522844821 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5081" "ECA1493" "ECA1229" 3 400.617202832716 14 398.673972418734 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5081" "ECA1493" "ECA1229" 4 393.292077206862 9 391.34884679288 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5081" "ECA1493" "ECA1229" 5 396.006469807713 12 394.063239393731 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5081" "ECA1493" "ECA1229" 6 361.849042827292 8 359.90581241331 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 1 387.232372449442 19 385.28914203546 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 2 393.354756311648 23 391.411525897666 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 3 371.469236571354 17 369.526006157372 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 4 370.904126992131 11 368.960896578149 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 5 391.094317994754 11 389.151087580772 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 6 397.522081414627 13 395.578851000645 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 7 373.283029519901 5 371.339799105919 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5082" "ECA1493" "ECA2367" 8 393.117544293618 6 391.174313879636 "Mismatched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 1 391.99046110126 5 390.047230687278 "Matched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 2 392.789646732424 25 390.846416318442 "Matched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 3 399.622883151394 23 397.679652737412 "Matched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 4 378.290712623295 25 376.347482209313 "Matched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 5 354.277266649083 20 352.334036235101 "Matched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 6 397.97015296788 12 396.026922553898 "Matched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 7 415.083580837167 6 413.140350423185 "Matched"
"Copper" 4262024 1.94323041398193 "QG5083" "ECA1493" "ECA1493" 8 342.191248469192 5 340.24801805521 "Matched"
"Copper" 5102024 -3.01773926175075 "QG5087" "ECA2367" "ECA1493" 1 342.637591375081 6 345.655330636832 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5087" "ECA2367" "ECA1493" 2 341.910739383815 5 344.928478645566 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5087" "ECA2367" "ECA1493" 3 346.612031661551 5 349.629770923302 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5087" "ECA2367" "ECA1493" 4 332.185662276662 6 335.203401538413 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5088" "ECA2367" "ECA2602" 1 410.904996732424 6 413.922735994175 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5088" "ECA2367" "ECA2602" 2 412.751447265885 12 415.769186527636 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5088" "ECA2367" "ECA2602" 3 384.144026438515 9 387.161765700266 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5088" "ECA2367" "ECA2602" 4 417.754243132341 7 420.771982394092 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5088" "ECA2367" "ECA2602" 5 444.124551522036 5 447.142290783787 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5093" "ECA2367" "ECA1229" 1 361.369631721646 12 364.387370983397 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5093" "ECA2367" "ECA1229" 2 403.633881144186 6 406.651620405937 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5093" "ECA2367" "ECA1229" 3 422.257704576177 8 425.275443837928 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5093" "ECA2367" "ECA1229" 4 409.517661355106 11 412.535400616857 "Mismatched"
"Copper" 5102024 -3.01773926175075 "QG5093" "ECA2367" "ECA1229" 5 348.474284481587 8 351.492023743338 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4287" "ECA2602" "ECA2602" 1 579.399611949488 9 526.810542302038 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4287" "ECA2602" "ECA2602" 2 588.542483594702 10 535.953413947252 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4287" "ECA2602" "ECA2602" 3 538.251902342034 11 485.662832694584 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4287" "ECA2602" "ECA2602" 4 555.927498425192 14 503.338428777742 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4287" "ECA2602" "ECA2602" 5 530.258591843433 8 477.669522195983 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4287" "ECA2602" "ECA2602" 6 674.478878934858 7 621.889809287408 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4287" "ECA2602" "ECA2602" 7 450.755051441458 10 398.165981794008 "Matched"
"Nickel" 2012021 52.5890696474503 "QG4505" "ECA1229" "ECA1493" 5 601.662209049029 9 549.073139401579 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4445" "ECA1493" "ECA1298" 6 565.56620218965 5 512.9771325422 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4290" "ECA2602" "ECA2546" 1 329.250524521133 37 276.661454873683 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4290" "ECA2602" "ECA2546" 2 421.043192153158 70 368.454122505708 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4290" "ECA2602" "ECA2546" 3 406.198522784365 59 353.609453136915 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4290" "ECA2602" "ECA2546" 4 446.730026585402 74 394.140956937952 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4290" "ECA2602" "ECA2546" 5 342.269498776211 6 289.680429128761 "Mismatched"
"Nickel" 2012021 52.5890696474503 "QG4295" "ECA2602" "ECA1229" 1 632.505000573075 13 579.915930925625 "Mismatched"
