"Condition" "Strain" "Nuclear" "Mito" "Replicate" "Batch" "WORMLENGTH" "Status"
"Nickel" "QG5034" "ECA2602" "ECA2602" "A11" 4262024 590.682747919538 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 604.460071835404 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 580.279835407662 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 459.842651393072 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 462.26586225618 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 590.610728789321 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 630.30410539488 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 597.079368934944 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 656.66514443327 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 510.84965862149 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B06" 4262024 508.474619731521 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 595.930791054274 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 515.869508434989 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 612.91419752023 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 546.899621648903 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 614.491098980105 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 655.335335893616 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 545.076514360063 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 547.93412571104 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 457.607867045792 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "B11" 4262024 620.831614360064 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C06" 4262024 579.480649776497 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C06" 4262024 490.404612503104 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C06" 4262024 493.954906558571 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C06" 4262024 571.117598836307 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C06" 4262024 579.967857494799 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C06" 4262024 557.315010152298 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C06" 4262024 468.447789257083 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C11" 4262024 631.939890993851 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C11" 4262024 521.809056311648 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C11" 4262024 516.894467045792 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C11" 4262024 573.240918576601 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C11" 4262024 552.750120826673 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C11" 4262024 558.538722895453 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "C11" 4262024 564.714705888726 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "D11" 4262024 628.081081414628 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "D11" 4262024 540.683416277445 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "D11" 4262024 501.893102462226 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "D11" 4262024 629.291622775595 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "D11" 4262024 666.609244866694 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "E06" 4262024 544.998938922161 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "E06" 4262024 516.198121620673 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "E06" 4262024 483.18129964377 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "E11" 4262024 611.193265591495 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "E11" 4262024 479.022098716115 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "E11" 4262024 508.942771835404 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "F06" 4262024 542.987472990325 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "F06" 4262024 649.282016096831 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "F06" 4262024 519.120626992131 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "F06" 4262024 477.80394077912 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "F06" 4262024 555.216628757129 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "F06" 4262024 574.513744746501 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "G11" 4262024 613.732765188833 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "G11" 4262024 554.411886818278 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "G11" 4262024 634.920182514734 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "G11" 4262024 510.135670098637 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "H06" 4262024 574.411298836307 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "H06" 4262024 494.794253290996 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "H06" 4262024 663.562250755516 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "H11" 4262024 490.912925708246 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "H11" 4262024 525.822627565206 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "H11" 4262024 566.818315667036 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "H11" 4262024 454.774252118549 "Matched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "A01" 4262024 429.724995229846 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "A01" 4262024 521.060395122389 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "A01" 4262024 414.147082028666 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "A01" 4262024 427.82255551383 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "A01" 4262024 501.44675273738 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "A01" 4262024 429.989892357616 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "A01" 4262024 540.483939924697 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 542.167508295339 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 548.872644834501 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 459.492937814928 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 466.027714360063 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 438.647273018555 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 439.566078809814 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 501.225152676957 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 461.195186236431 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 523.141493493079 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 578.784299256997 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 558.993703617147 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "B01" 4262024 429.859693464849 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 574.354502462226 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 569.747031693743 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 479.233335435892 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 516.585235897547 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 468.396870519327 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 578.863224433134 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 493.592336330971 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 479.870464145332 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 545.575808868413 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 393.725950940189 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 547.205716831061 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 460.102381414627 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "C01" 4262024 401.858369485251 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 449.675553872842 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 504.787207099453 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 495.728813464676 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 488.016074306402 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 574.200743518424 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 564.473402462226 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 554.426783151395 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 460.932388121621 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 534.361950358343 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "D01" 4262024 471.125460940103 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 491.777926410284 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 482.791336936425 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 475.615721923964 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 431.195587941006 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 477.20230629034 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 566.861940658928 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 467.742425135172 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 541.651578514167 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "E01" 4262024 451.051288121621 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "F01" 4262024 492.183399409381 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "F01" 4262024 524.340595815655 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "F01" 4262024 436.949523939286 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "F01" 4262024 507.116207251838 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "G01" 4262024 551.726593464849 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "G01" 4262024 425.359702254222 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "G01" 4262024 561.762621747519 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "H01" 4262024 493.765510962448 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "H01" 4262024 553.053147915576 "Mismatched"
"Nickel" "QG5038" "ECA2602" "ECA2367" "H01" 4262024 525.046486692107 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "A09" 4122024 779.16917314271 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "A09" 4122024 706.030804660648 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "A09" 4122024 767.458046170037 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "A09" 4122024 680.055535255278 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "A09" 4122024 689.35349337685 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "A09" 4122024 724.000718447636 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "A09" 4122024 791.000449622463 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 793.734341561315 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 678.519843097734 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 725.898980832782 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 740.980667618867 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 798.85105094019 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 751.746150358344 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 609.405803505727 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 767.783523389634 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 745.855095783463 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 784.483352676958 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "B09" 4122024 708.51181972275 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "C09" 4122024 607.547380893204 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "C09" 4122024 710.05826951679 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "C09" 4122024 811.223529342938 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "C09" 4122024 651.789727487498 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "C09" 4122024 613.770659793858 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "C09" 4122024 597.781597090768 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "C09" 4122024 722.495847365922 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 795.63767314271 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 693.088323723316 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 584.709632202433 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 592.021778361783 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 770.184216249215 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 579.203276657208 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 616.538215423023 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 671.304654413725 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 688.597604813033 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "D09" 4122024 745.279471204826 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 689.359765309025 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 687.74025943164 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 796.356536571355 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 764.567398827537 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 709.065168934944 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 647.044095783463 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 713.423273022518 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 645.560325094208 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 648.739424521133 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 777.433683303779 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 750.57263413255 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 719.248901727996 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "E09" 4122024 802.943936571355 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "F09" 4122024 768.69110553453 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "F09" 4122024 688.828544898886 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "F09" 4122024 802.855282168318 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "F09" 4122024 746.306612614525 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "F09" 4122024 684.464558080608 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 578.949818567829 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 764.196204198994 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 698.787220336789 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 672.406477932322 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 655.426528761091 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 637.529601484135 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 681.776128761091 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 656.110822684409 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 696.337347679154 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 776.400421620674 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 678.616800573075 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 668.947258621491 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 589.58454063541 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 713.514347767154 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 769.094158192029 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "G09" 4122024 751.521575494135 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "H09" 4122024 724.051242889543 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "H09" 4122024 721.246868353098 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "H09" 4122024 625.914464606987 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "H09" 4122024 754.580001326765 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "H09" 4122024 663.655597090768 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "H09" 4122024 676.199472440672 "Mismatched"
"Nickel" "QG5040" "ECA2546" "ECA2602" "H09" 4122024 695.422216831062 "Mismatched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 581.894841942813 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 773.842512522563 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 724.308301914988 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 581.32973236359 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 623.794280832781 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 736.385351513265 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 619.578475190996 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 609.371525135172 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "A10" 4122024 783.827168353099 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 663.792093600849 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 729.806254585568 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 685.047310757565 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 625.714666925601 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 695.028504198994 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 656.109374879477 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 707.572058220259 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 625.376011727909 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 731.156363992948 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "B10" 4122024 613.878902462226 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 626.488592883003 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 552.28268434728 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 783.318855147955 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 700.382844834501 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 561.738929310745 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 783.764489248313 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 784.432439033582 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "C10" 4122024 746.523045568732 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 687.024493224465 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 736.191436562583 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 715.710368039557 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 782.188635989509 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 583.236619149675 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 635.707625828439 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 673.584474768057 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "D10" 4122024 616.46135560961 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "E10" 4122024 763.15046652437 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "E10" 4122024 780.858619149676 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "E10" 4122024 682.687168200713 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "E10" 4122024 627.927327565206 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "E10" 4122024 775.036126410286 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "E10" 4122024 789.849458773875 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "E10" 4122024 611.47232687194 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "G10" 4122024 771.05195862149 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "G10" 4122024 671.03316402514 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "G10" 4122024 627.572379008015 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "G10" 4122024 752.04251121922 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "G10" 4122024 698.585780448244 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "H10" 4122024 552.388660519413 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "H10" 4122024 657.61666630279 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "H10" 4122024 660.192920485211 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "H10" 4122024 734.803226322286 "Matched"
"Nickel" "QG5041" "ECA2546" "ECA2546" "H10" 4122024 760.448532803738 "Matched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "C08" 4122024 680.141232589206 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "C08" 4122024 672.182765221026 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "C08" 4122024 687.504799991228 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "C08" 4122024 735.923082140088 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "G08" 4122024 665.019892301157 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "G08" 4122024 596.04738684205 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "G08" 4122024 785.347637754507 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "G08" 4122024 725.855683765434 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "G08" 4122024 636.07882045698 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "H08" 4122024 698.975252556765 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "H08" 4122024 701.872498254461 "Mismatched"
"Nickel" "QG5044" "ECA2546" "ECA2367" "H08" 4122024 636.991598836307 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 788.319644252655 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 718.709056916916 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 789.92389824569 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 631.152465729715 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 787.697738299351 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 746.926405916957 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 669.266531781743 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "A05" 4122024 800.332754765197 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "B05" 4122024 740.299920513442 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "B05" 4122024 711.462725828439 "Mismatched"
"Nickel" "QG5045" "ECA2546" "ECA1493" "B05" 4122024 662.574402960956 "Mismatched"
