"Condition" "Strain" "Nuclear" "Mito" "Replicate" "Batch" "WORMLENGTH" "Status"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 707.469218014213 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 567.910098675151 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 571.956945568732 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 784.268658662454 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 594.185259203336 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 684.75543050663 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 621.644998557208 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 663.424262709064 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 758.133424752413 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 764.309407745686 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 772.275382317051 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 592.415490993851 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 726.061359083144 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 546.233501672377 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 654.505120886443 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 774.342201326765 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 709.527438308123 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 592.155439643658 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 766.102054031952 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "D03" 2012021 708.417880777325 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "E03" 2012021 786.506578975822 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "E03" 2012021 565.192265890871 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "E03" 2012021 790.083534825817 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "E03" 2012021 660.609472449444 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "E03" 2012021 775.942632857436 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 746.391094098348 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 761.949265188833 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 647.571791026043 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 603.220495357962 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 688.568167125674 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 637.728105362686 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 605.883910184491 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 662.017064727179 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 764.158789862352 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "F03" 2012021 715.723546017652 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 676.099768200714 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 637.841668982633 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 721.311967799482 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 581.366757498762 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 649.369633546741 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 605.830249776497 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 769.830664718408 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 725.764609020799 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 668.210752095111 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 764.584034100357 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "G03" 2012021 679.760129836785 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "H03" 2012021 572.343022892478 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "H03" 2012021 619.741556302876 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "H03" 2012021 595.340743129926 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "H03" 2012021 556.00712211452 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "H03" 2012021 695.761874759285 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "H03" 2012021 775.809658071837 "Mismatched"
"Nickel" "QG4496" "ECA1229" "ECA1298" "H03" 2012021 784.495113043987 "Mismatched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 693.841595025807 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 744.108853402417 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 627.765246263663 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 558.079917412908 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 599.476925828439 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 642.192185622393 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 586.265627447807 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 621.168530618051 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 660.255920918635 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 516.192238889968 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 695.881350238152 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 673.595913806448 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 743.279052121325 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "A05" 2012021 617.446839615428 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 614.528569673136 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 608.309541389197 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 537.97554744324 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 763.222485654586 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 670.251312926044 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 736.208071835405 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 613.112307040461 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 719.523138881197 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 614.297874768057 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 693.201939615428 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 656.219831661551 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 702.215292148773 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "B05" 2012021 555.50020593576 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "C05" 2012021 495.265541360966 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "C05" 2012021 744.542722041364 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "C05" 2012021 713.623070703905 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "C05" 2012021 522.036860431413 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 638.00130556276 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 616.183982490321 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 617.300702342034 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 704.158260674871 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 687.273470703904 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 647.403135749125 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 712.212731661552 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 716.110665388907 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 707.982723851516 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 637.827809602644 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 669.500607833685 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "D05" 2012021 666.16047480025 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 674.117726318324 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 683.805116793545 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 599.034033398319 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 630.848093194969 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 594.872591026044 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 694.707016123045 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 645.985993665196 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 720.558139504007 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 649.114281870303 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 665.778916831062 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 655.52662220252 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 648.148339643658 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "E05" 2012021 616.510535407662 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 748.037286814165 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 677.577266957793 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 643.247965309025 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 760.93606694506 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 581.878206669992 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 651.059405976725 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 623.816798836307 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 565.757875695711 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "F05" 2012021 675.148567659831 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 546.44322991205 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 665.668253090279 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 578.384708988605 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 625.529055047222 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 625.487496919579 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 513.292251522036 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 495.168583885625 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 586.330521468289 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "G05" 2012021 495.981268823524 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "H05" 2012021 622.895001760188 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "H05" 2012021 620.051810766337 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "H05" 2012021 587.150536941824 "Matched"
"Nickel" "QG4499" "ECA1229" "ECA1229" "H05" 2012021 635.112718488601 "Matched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "A01" 2012021 620.591266375946 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "A01" 2012021 623.38648540205 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "A01" 2012021 728.53206158315 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "A01" 2012021 668.775861674334 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "A01" 2012021 667.721820927407 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "A01" 2012021 591.500985562852 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 595.72857303129 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 556.876963499755 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 648.644887387391 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 541.429262829255 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 481.185579557668 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 605.53349461977 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 624.524169936386 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 610.887835255278 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 703.143472181213 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "B01" 2012021 555.251233550703 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "C01" 2012021 662.147047048729 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "C01" 2012021 625.920347337692 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "D01" 2012021 603.485637666506 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "D01" 2012021 653.902722989458 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "D01" 2012021 730.760641871087 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "D01" 2012021 679.880203607966 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "D01" 2012021 658.723364727179 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "D01" 2012021 506.469022892477 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "E01" 2012021 646.540949684536 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "E01" 2012021 576.181067045792 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "E01" 2012021 693.960964145333 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "E01" 2012021 702.746123357441 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "E01" 2012021 654.522763984176 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "E01" 2012021 722.615031710017 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "F01" 2012021 555.191690412005 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "F01" 2012021 612.177690993851 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "F01" 2012021 641.261764145333 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "F01" 2012021 581.650008254374 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "F01" 2012021 490.990501146148 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "F01" 2012021 749.168177820901 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 600.323889136892 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 630.01048620424 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 716.83244497311 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 663.237969428791 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 652.314669417429 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 494.175483303779 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 651.005351272881 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "G01" 2012021 612.609922520021 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 627.368090921341 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 650.03758333201 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 580.624368241678 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 524.277916710869 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 708.43149752023 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 522.226289677774 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 641.218467077985 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 706.972991599119 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 709.127132415241 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 687.94455136088 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 556.887019149675 "Mismatched"
"Nickel" "QG4503" "ECA1229" "ECA2367" "H01" 2012021 581.334899469805 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "B08" 2012021 630.378544866694 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "B08" 2012021 687.031754931984 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "B08" 2012021 539.65949461977 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "B08" 2012021 688.534925708247 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "B08" 2012021 616.374800219532 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "C08" 2012021 630.041628608707 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "C08" 2012021 604.288674888249 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "C08" 2012021 479.693184467472 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "C08" 2012021 576.06333050663 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "C08" 2012021 660.895451920104 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "D08" 2012021 509.304626438515 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "D08" 2012021 683.183721038827 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "D08" 2012021 449.516383725311 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "D08" 2012021 676.878174768057 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "D08" 2012021 667.04553894162 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "E08" 2012021 553.025143491063 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "E08" 2012021 506.69857958986 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "E08" 2012021 697.251201756226 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "E08" 2012021 692.162795201617 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "E08" 2012021 511.876420601751 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "G08" 2012021 660.789888093392 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "G08" 2012021 619.769334970587 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "G08" 2012021 605.859067972332 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "G08" 2012021 614.99076289845 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "G08" 2012021 517.478958662454 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "G08" 2012021 531.218868241677 "Mismatched"
"Nickel" "QG4505" "ECA1229" "ECA1493" "G08" 2012021 601.662209049029 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "A01" 4122024 563.276069273221 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "A01" 4122024 552.388660519413 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "A01" 4122024 505.913968963174 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "A01" 4122024 513.095200605267 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "A01" 4122024 525.602050819998 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "A01" 4122024 517.893450358343 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "A01" 4122024 533.437406517607 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 545.027013233373 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 569.205837144429 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 463.395044461499 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 507.872095815655 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 563.1343669256 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 494.806013658025 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 524.378010152298 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 595.555437144429 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 532.048159324182 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "B01" 4122024 514.559589257084 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 573.991932234625 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 484.348043711772 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 526.171759717025 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 441.969373752786 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 491.061276364529 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 537.789220623436 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 556.590263992948 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 634.668481414628 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "C01" 4122024 500.991076625016 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "D01" 4122024 593.511431781743 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "D01" 4122024 541.827134742626 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "D01" 4122024 442.888356191456 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "D01" 4122024 561.876047887345 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "D01" 4122024 456.072174888248 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "D01" 4122024 543.301967977333 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 574.792856805495 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 571.308377820901 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 554.832958137068 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 591.247857498762 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 587.149089136892 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 508.237407713492 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 513.919645910194 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 528.117344252655 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 611.21886878256 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "E01" 4122024 513.13261494191 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "F01" 4122024 499.62364544854 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "F01" 4122024 542.678957466569 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "F01" 4122024 478.829631570365 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "F01" 4122024 633.998843468203 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "F01" 4122024 492.246078514167 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "F01" 4122024 558.550489858389 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 612.018054413724 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 519.332185040546 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 437.950927593436 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 567.282309991142 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 513.469531199896 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 554.040692189736 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 462.659180592397 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 627.39515700481 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 465.95013892216 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 542.641543129926 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 596.805131781743 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 584.591895663271 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 598.64794243666 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "G01" 4122024 578.207429310745 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "H01" 4122024 540.375222082328 "Mismatched"
"Nickel" "QG5030" "ECA2602" "ECA1298" "H01" 4122024 505.636595843886 "Mismatched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "A11" 4262024 477.210430465665 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "A11" 4262024 635.677828067825 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "A11" 4262024 536.784445596962 "Matched"
"Nickel" "QG5034" "ECA2602" "ECA2602" "A11" 4262024 459.51311162472 "Matched"
